seat_won,member,donor_name,tot_from_donor,tot_to_candidate,party,counties,term_start,house_district,senate_district
Representative District 31,Zack Hawkins,NC Farm Bureau Federation Inc PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Health Care Facilities Association PAC,2000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Home Builders Association PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,NC Merchants PAC Inc,250,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Novartis Corp PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,The Good Turn Inc,25,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Triangle Apartment Association PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 31,Zack Hawkins,Truist NC PAC,1000,54963,D,Durham,1-Jan-19,31,NA
Representative District 32,Terry E. Garrison,BB&T Corp,12,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,Butterfield for Congress,4500,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,Communication Workers of America - COPE PCC,1000,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,Dominion Energy Inc PAC,1000,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,McGuireWoods Federal PAC Fund,1000,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Association of Educators,700,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Association of Electric Cooperatives Rural Electric Action Program,500,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Association of Realtors PAC,6400,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Democratic Party,367.74,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Farm Bureau Federation Inc PAC,1000,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC Home Builders Association PAC,500,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,NC House Democratic Caucus,250,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,New South Leadership PAC,1000,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 32,Terry E. Garrison,Vance County Democratic Party,1050,40465,D,"Granville, Vance, Warren",1-Jan-17,32,NA
Representative District 33,Rosa U. Gill,AT&T NC PAC,1250,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Blue Cross & Blue Shield of NC Employees PAC,2000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Charter Communications NC PAC,500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Committee to Elect Graig Meyer,250,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,CSX Good Government Fund,250,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Duke Energy Corp PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Eastern Band of Cherokee Indians,7900,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Emily's List,500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Enterprise Holdings Inc PAC,199.48,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Lillian's List PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,McGuireWoods Federal PAC Fund,1250,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,"Merck & Co., Inc Employees PAC",500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Association of Educators,1500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Association of Electric Cooperatives Rural Electric Action Program,1500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Association of Realtors PAC,5000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Association of Student Financial Aid Administrators PAC,3000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Beer & Wine Wholesalers Association PAC,2500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Clean Energy Business Alliance PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Democratic Party,367.74,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Dental Society PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Farm Bureau Federation Inc PAC,2000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Health Care Facilities Association PAC,2000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Home Builders Association PAC,750,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC Hospital Association PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,NC State Optometric Society PAC,3000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Southern States Police Benevolent Association PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,State Employees Association of NC PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,University Development Coalition,500,52192,D,Wake,18-Jun-09,33,NA
Representative District 33,Rosa U. Gill,Wake Emergency Physicians PA PAC,1000,52192,D,Wake,18-Jun-09,33,NA
Representative District 35,Terence Everitt,American Federation of State County and Municipal Employees (AFSCME-PEOPLE),3000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Brian Turner for NC House,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Canal Partners Media LLC,743.1,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Committee to Elect Christine Kushner,250,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Communication Workers of America - COPE PCC,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Cynthia for NC,500,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Democratic Women of Wake County,400,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Eastern Band of Cherokee Indians,5400,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Future Now Fund PAC,5400,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Harrison for House,250,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,McGuireWoods Federal PAC Fund,750,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Mitchell Gilliam,8.67,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,National Democratic Redistricting PAC,5400,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Advocates for Justice PAC,11800,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC American Nurses Association PAC,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Association of Educators,350,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Association of Electric Cooperatives Rural Electric Action Program,900,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Association of Nurse Anesthetists,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Auto Dealers Accociation PAC,500,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Bankers Association PAC,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Democratic Party,209738.27,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Home Builders Association PAC,750,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Hospital Association PAC,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC Merchants PAC Inc,250,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,NC State Optometric Society PAC,200,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Planned Parenthood Action PAC NC,2500,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Sarah for NC,48.47,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Scott Cooper for Congress,2000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,State Employees Association of NC PAC,7400,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,University Development Coalition,500,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Verla Insko for State House,1000,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Wake Emergency Physicians PA PAC,500,472608,D,Wake,1-Jan-19,35,NA
Representative District 35,Terence Everitt,Wells Fargo and Company NC Employees Good Government Fund,750,472608,D,Wake,1-Jan-19,35,NA
Representative District 36,Julie von Haefen,Blue Cross & Blue Shield of NC Employees PAC,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Canal Partners Media LLC,2835.95,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Committee to Elect Christine Kushner,200,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Communication Workers of America - COPE PCC,1500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Cynthia for NC,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Democratic Women of Wake County,400,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Emily's List,2500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,End Citizens United,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Future Now Fund PAC,5400,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Human Rights Campaign PAC,131.54,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Lillian's List PAC,2500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,McGuireWoods Federal PAC Fund,250,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,More Like America PAC,1000,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,National Democratic Redistricting PAC,5400,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Advocates for Justice PAC,1000,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC American Nurses Association PAC,1000,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Association of Educators,350,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Association of Electric Cooperatives Rural Electric Action Program,900,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Association of Nurse Anesthetists,1000,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Chapter National Association of Social Workers PAC,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC Democratic Party,79439.86,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,NC State Optometric Society PAC,200,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Planned Parenthood Action PAC NC,2500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,The Caterpillar Inc Employee PAC,1000,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,University Development Coalition,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 36,Julie von Haefen,Wake Emergency Physicians PA PAC,500,277107,D,Wake,1-Jan-19,36,NA
Representative District 37,Erin Paré,ASD Technology,100,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Capital Area Republican Women Virtual Club,20.2,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Committee to Elect Brenden Jones,2000,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Dollar for House,1000,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Friends of Tim Moore,5400,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Hudson for Congress,1000,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Hugh Blackwell for NC House,1000,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,International Paper PAC,500,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Jason Saine Committee,600,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,National Federation of Independent Business NC PAC,3.92,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,NC Association of Electric Cooperatives Rural Electric Action Program,300,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,NC Association of Nurse Anesthetists,500,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,NC Association of Realtors PAC,3000,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,NC Home Builders Association PAC,500,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,NC House Republican Campaign Committee,13692.15,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,North Carolina Republican Party,10284.95,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Republican Women of Cary & Southwestern Wake,1250,224642,R,Wake,1-Jan-21,37,NA
Representative District 37,Erin Paré,Ward and Smith PAC,500,224642,R,Wake,1-Jan-21,37,NA
Representative District 38,Abe Jones,Committee to Elect Judge Abe Jones,416.2,18257,D,Wake,1-Jan-21,38,NA
Representative District 38,Abe Jones,NC Association of Educators,2000,18257,D,Wake,1-Jan-21,38,NA
Representative District 4,Jimmy Dixon,American Kennel Club PAC,1000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Bayer US LLC PAC,500,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Bladen County Democratic Party,200,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Carolina Link Telephone Cooperative PAC,1000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Charter Communications NC PAC,500,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Coca-Cola Consolidated Inc PAC,250,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,CSX Good Government Fund,250,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Dan Forest,5000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Dominion Energy Inc PAC,2000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Eastern Band of Cherokee Indians,3000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,Friends of Forestry PAC,1000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,International Paper PAC,1000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,"Merck & Co., Inc Employees PAC",500,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Association of Electric Cooperatives Rural Electric Action Program,1500,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Auto Dealers Accociation PAC,500,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Dental Society PAC,2000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Farm Bureau Federation Inc PAC,4700,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Home Builders Association PAC,2000,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Outdoor Advertising Association PAC,250,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Pork Council PAC,10400,105306,R,"Duplin, Onslow",2011,4,NA
Representative District 4,Jimmy Dixon,NC Poultry Federation PAC,1000,105306,R,"Duplin, Onslow",2011,4,NA
